CLIENT_CATEGORY;SEGMENT;Service;Channeltype;Source;football;DECLARED_FAULT;CREATE_DATE;CLOSETIME;all_num_of_repeat;num_of_repeat2;num_of_repeat5;num_of_repeat10;num_of_repeat30;num_of_repeat60;MITYPE;MIPRIORITY;MIIMPACT;TECHNICAL_DISTRICT;NumWFMforEI;Last_WFM_days_waiting;EIDayOfWeek;EIHourCreate
ФЛ;МР;8678;9204;8750;3;Телефония. Другое;1502344756;1502383091;1;0;0;0;1;1;0;0;0;39;2;0;5;8
Выделенное обслуживание (пилот);МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502344747;1502373141;11;0;0;0;3;3;0;0;0;40;1;0;5;8
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502344861;1502376543;1;0;0;0;1;1;0;0;0;27;1;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502344917;1502364933;1;0;0;0;1;1;0;0;0;31;1;0;5;9
ФЛ;МР;8678;10769;8750;5;Интернет. Не открываются страницы;1502345039;1502358589;1;0;0;0;1;1;0;0;0;26;1;0;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502345026;1502363281;2;0;0;0;1;1;0;0;0;31;1;0;5;9
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502345139;1502367340;1;0;0;0;1;1;0;0;0;40;1;0;5;9
Выделенное обслуживание (пилот);МР;8678;10769;8750;5;Интернет. Не открываются страницы;1502345193;1502464192;1;0;0;0;1;1;0;0;0;38;2;1;5;9
ФЛ;МР;8679;9204;8750;3;Не работает ONT. Нет индикации питания.;1502345205;1502369611;1;0;0;0;1;1;0;0;0;41;1;0;5;9
ФЛ;МР;8678;9204;8750;4;Интернет. Не открываются все страницы;1502345199;1502361985;1;0;0;0;1;1;0;0;0;45;1;0;5;9
ФЛ;МР;8678;9204;8750;2;ONT не на линии. Проблема с оптическим кабелем;1502345222;1502380336;11;0;0;0;1;1;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502345246;1502360473;2;0;0;0;1;1;0;0;0;34;1;0;5;9
KA;КОРП;9650;9203;8750;7;Интернет. Нет линка;1502345308;1502348263;4;0;0;0;1;1;0;0;0;0;0;0;5;9
SME;КОРП;9650;0;7470;6;SLX_Полное отсутствие входящей связи;1502345306;1502355243;0;0;0;0;0;0;0;0;0;0;0;0;5;9
SME;КОРП;8680;0;7470;5;SLX_Не работает номер;1502345339;1502353746;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502345416;1502381341;1;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9204;8750;2;ONT не на линии. Проблема с оптическим кабелем;1502345402;1502380816;1;0;0;0;1;1;0;0;0;0;0;0;5;9
SME;КОРП;9650;0;7470;3;SLX_Установить переадресацию (авария);1502345411;1502346158;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502345471;1502374936;1;0;0;0;1;1;0;0;0;24;1;0;5;9
ФЛ;МР;8678;9204;8750;4;ONT не на линии. Проблема с оптическим кабелем;1502345461;1502436900;1;0;0;0;1;1;0;0;0;34;1;1;5;9
Corporate;КОРП;9650;0;7470;8;SLX_Не работает INTERNET;1502345508;1502356807;0;0;0;0;0;0;0;0;0;0;0;0;5;9
SOHO;КОРП;8678;9204;8750;3;Интернет. Не работает интернет;1502345666;1502363952;3;0;0;0;2;2;0;0;0;42;1;0;5;9
ФЛ;МР;8680;9204;8750;2;Не работает ONT. Нет индикации питания.;1502345674;1502465140;2;0;0;0;1;1;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502345687;1502365453;2;0;0;0;1;1;0;0;0;36;1;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Шум, треск, эхо;1502345709;1502356208;2;0;0;0;1;1;0;0;0;26;1;0;5;9
NKA;КОРП;9650;0;10768;4;Не работает канал VPN;1502345706;1502347882;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502345772;1502387901;1;0;0;0;1;1;0;0;0;44;1;0;5;9
GS-Имидж абоненты;КОРП;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502345829;1502367165;5;0;0;0;1;1;0;0;0;39;1;0;5;9
GS-Имидж абоненты;КОРП;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502345887;1502373959;2;0;0;0;1;1;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502345911;1502368285;1;0;0;0;1;1;0;0;0;22;1;0;5;9
NKA;КОРП;9650;0;7470;4;SLX_Не работает выделенный канал;1502345939;1502348477;0;0;0;0;0;0;0;0;0;0;0;0;5;9
SOHO;КОРП;8678;9204;8750;3;Интернет. Не работает интернет;1502345957;1502363978;1;0;0;0;1;1;0;0;0;25;1;0;5;9
ФЛ;МР;8678;9204;8750;2;ТВ. Рассыпание/замирание;1502346030;1502347622;4;0;0;1;4;4;0;0;0;0;0;0;5;9
SOHO_GS;КОРП;8680;9204;8750;4;Телефония. Зуммер "занято";1502346034;1502353313;3;0;0;0;2;2;0;0;0;32;1;0;5;9
GS-Имидж абоненты;КОРП;8680;9205;8750;7;Телефония. Тишина в трубке, нет зуммера;1502346078;1502373997;1;0;0;0;1;1;0;0;0;0;0;0;5;9
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346118;1502439101;1;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8680;9204;8750;3;Не работает ONT. Нет индикации питания.;1502346180;1502355137;1;0;0;0;1;1;0;0;0;41;1;0;5;9
ФЛ;МР;8678;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502346182;1502346596;7;0;0;0;1;1;0;0;0;0;0;0;5;9
Имидж-абоненты (физические лица);КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502346176;1502363699;0;0;0;0;0;0;1;0;0;0;0;0;5;9
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346298;1502363178;1;0;0;0;1;1;0;0;0;34;1;2;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346303;1502381397;1;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346307;1502447405;2;0;0;0;1;2;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346357;1502434458;2;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9204;8750;7;ONT не на линии. Проблема с оптическим кабелем;1502346372;1502496000;1;0;0;0;1;1;1;3;3;28;1;0;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346406;1502362325;1;0;0;0;1;1;0;0;0;45;1;0;5;9
ФЛ;МР;8680;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502346411;1502496000;2;0;0;0;1;1;1;3;3;34;1;1;5;9
ФЛ;МР;8680;9204;8750;6;Не работает ONT. Нет индикации питания.;1502346434;1502496000;1;0;0;0;1;1;1;3;3;34;1;1;5;9
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502346454;1502381029;2;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502346505;1502366071;2;0;0;0;2;2;0;0;0;46;1;0;5;9
ФЛ;МР;8680;9204;8750;6;ONT не на линии. Проблема с оптическим кабелем;1502346516;1502496000;1;0;0;0;1;1;1;3;3;34;1;1;5;9
ФЛ;МР;8678;9204;8750;2;ONT не на линии. Проблема с оптическим кабелем;1502346602;1502380476;1;0;0;0;1;1;0;0;0;0;0;0;5;9
KA GS;КОРП;8680;9205;8750;6;Телефония. Зуммер занято;1502346645;1502381336;1;0;0;0;1;1;2;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502346658;1502346856;2;0;0;0;1;1;0;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502346727;1502375045;1;0;0;0;1;1;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502346728;1502379042;1;0;0;0;1;1;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8680;9204;8750;5;Нет трансляции на портале;1502346734;1502379220;5;0;0;0;4;4;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502346724;1502378963;1;0;0;0;1;1;2;0;0;0;0;0;5;9
ФЛ;МР;8680;9204;8750;4;Доп. услуга. IP ОПС. Другое.;1502346773;1502431530;2;0;0;0;1;1;0;0;0;11;1;1;5;9
SME GS;КОРП;8680;9204;8750;6;Телефония. Не работает исходящая связь;1502346798;1502361247;9;0;0;0;1;1;0;0;0;44;1;0;5;9
ФЛ;МР;8678;9633;8750;3;Интернет. Не открываются страницы;1502346874;1502366246;6;0;0;0;1;1;0;0;0;15;1;0;5;9
Corporate GS;КОРП;9650;9207;8675;1;Не работает прямой провод;1502346858;1502347687;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502346922;1502358968;1;0;0;0;1;1;0;0;0;26;1;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347004;1502374958;2;0;0;0;1;1;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502346986;1502376919;2;0;0;0;2;2;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347001;1502376937;2;0;0;0;2;2;2;0;0;0;0;0;5;9
ФЛ;МР;9650;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502347023;1502376237;1;0;0;0;1;1;0;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347017;1502379295;1;0;0;0;1;1;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347013;1502375304;2;0;0;0;2;2;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347091;1502375413;2;0;0;0;1;1;2;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502347179;1502471223;1;0;0;0;1;1;0;0;0;39;1;1;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502347189;1502437394;2;0;0;0;1;1;0;0;0;34;1;1;5;9
ФЛ;МР;8679;9204;8750;3;ТВ. Другое;1502347223;1502363113;1;0;0;0;1;1;0;0;0;46;1;0;5;9
ФЛ;МР;8680;9205;8750;8;Телефония. Тишина в трубке, нет зуммера;1502347268;1502436278;10;0;0;0;1;2;0;0;0;39;1;0;5;9
ФЛ;МР;8679;9204;8750;3;Интернет. Нестабильная работа/разрывы;1502347285;1502440381;1;0;0;0;1;1;0;0;0;40;1;1;5;9
ФЛ;МР;8678;9633;8750;3;Интернет. Не открываются страницы;1502347338;1502377439;2;0;0;1;2;2;0;0;0;15;1;0;5;9
GS-SLA4;ГОС;9650;9204;8750;5;Нет трансляции на портале;1502347307;1502375569;2;0;0;0;2;2;2;0;0;0;0;0;5;9
Имидж-абоненты (физические лица);КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502347308;1502353658;0;0;0;0;0;0;1;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347292;1502379555;3;0;0;0;3;3;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347383;1502375586;1;0;0;0;1;1;2;0;0;0;0;0;5;9
GS-SLA1;ГОС;9650;9204;8750;5;PON. Нет линка;1502347368;1502375164;5;0;0;0;4;4;2;0;0;0;0;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347341;1502375661;3;0;0;0;3;3;2;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502347415;1502355377;1;0;0;0;1;1;0;0;0;32;1;0;5;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502347410;1502375945;3;0;1;1;2;2;0;0;0;41;1;0;5;9
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502347412;1502379629;3;0;0;0;3;3;2;0;0;0;0;0;5;9
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502347413;1502374074;1;0;0;0;1;1;0;0;0;40;1;0;5;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502347462;1502378131;1;0;0;0;1;1;0;0;0;44;1;0;5;9
ФЛ;МР;8678;9204;8750;3;ONT на линии. Высокое затухание;1502347469;1502353014;1;0;0;0;1;1;0;0;0;41;1;0;5;9
SME GS;КОРП;8678;9204;8750;6;ВАТС. Нет зумера/короткие гудки;1502347463;1502354645;5;0;0;0;1;3;0;0;0;0;0;0;5;9
Имидж-абоненты (физические лица);КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502347472;1502354065;0;0;0;0;0;0;1;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502347494;1502361584;2;0;0;0;1;1;0;0;0;26;1;0;5;9
ФЛ;МР;9650;9204;8750;3;Телефония. Тишина в трубке;1502347480;1502364090;2;0;0;0;2;2;0;0;0;45;1;0;5;9
SOHO;КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502347526;1502354371;0;0;0;0;0;0;1;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502347551;1502467098;1;0;0;0;1;1;0;0;0;46;1;1;5;9
ФЛ;МР;8678;9204;8750;4;Интернет. Низкая скорость по проводу;1502347597;1502437542;2;0;0;0;1;2;0;0;0;33;1;1;5;9
ФЛ;МР;8678;9204;8750;4;Интернет. Не открывается один или несколько сайтов;1502347646;1502375899;2;0;0;0;2;2;0;0;0;37;1;0;5;9
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502347641;1502348923;1;0;0;0;1;1;0;0;0;0;0;0;5;9
Оператор;КОРП;8678;0;8675;5;Не работает выделенный канал;1502347694;1502432234;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8680;9204;8750;3;Не работает ONT. Нет индикации питания.;1502347838;1502439490;2;0;0;0;2;2;0;0;0;34;1;1;5;9
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502347841;1502370451;1;0;0;0;1;1;0;0;0;15;1;0;5;9
ФЛ;МР;8678;9204;8750;2;ТВ. Другое;1502347851;1502377196;2;0;0;0;1;1;0;0;0;0;0;0;5;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502347862;1502379495;1;0;0;0;1;1;0;0;0;37;1;0;5;9
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502347880;1502447232;1;0;0;0;1;1;0;0;0;34;1;1;5;9
Имидж-абоненты (физические лица);КОРП;9650;0;7470;4;SLX_Не работает INTERNET;1502347902;1502354488;0;0;0;0;0;0;1;0;0;0;0;0;5;9
GS-SLA4;ГОС;8680;9204;8750;6;Нет трансляции на портале;1502347923;1502350966;5;0;0;2;4;4;0;0;0;0;0;0;5;9
ФЛ;МР;8680;9205;8750;3;Телефония. Не работает входящая связь;1502347993;1502350658;4;0;0;0;1;1;0;0;0;30;1;0;5;9
GS-SLA4;ГОС;8680;9204;8750;6;Нет трансляции на портале;1502347999;1502350982;5;0;0;2;4;4;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502348102;1502473095;2;0;0;0;1;1;0;0;0;34;1;1;5;9
SOHO;КОРП;8678;9204;8750;2;Интернет. Не работает интернет;1502348094;1502349103;2;0;0;0;1;1;0;0;0;0;0;0;5;9
SOHO;КОРП;9650;0;7470;8;SLX_Не дозваниваются по вх.локальной связи;1502348064;1502355030;0;0;0;0;0;0;0;0;0;0;0;0;5;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502348149;1502436930;1;0;0;0;1;1;0;0;0;34;1;1;5;9
SOHO;КОРП;9650;9205;8750;8;Интернет. Не работает интернет;1502348176;1502375294;5;0;0;0;2;3;2;0;0;0;0;0;5;9
GS-SLA1;ГОС;9650;9204;8750;4;PON. Нет линка;1502348227;1502354624;2;0;0;0;1;2;0;0;0;0;0;0;5;9
Оператор;Оператор;9650;9203;8750;7;Интернет. Не работает VPN соединение, удаленный доступ;1502348255;1502367153;8;1;1;1;4;8;0;0;0;30;1;0;5;9
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348274;1502362530;1;0;0;0;1;1;0;0;0;28;1;0;5;9
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502348328;1502357891;1;0;0;0;1;1;0;0;0;30;1;0;5;9
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502348353;1502359416;1;0;0;0;1;1;0;0;0;32;1;0;5;9
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502348407;1502381296;1;0;0;0;1;1;0;0;0;34;1;1;5;10
ФЛ;МР;8680;9204;8750;4;Доп. услуга. IP ОПС. Другое.;1502348383;1502444163;2;0;0;0;1;1;0;0;0;60;1;1;5;9
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348435;1502439491;1;0;0;0;1;1;0;0;0;28;1;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348435;1502439491;1;0;0;0;1;1;0;0;0;24;1;1;5;10
ФЛ;МР;8679;9633;8750;4;IP TV. Черный или синий экран;1502348455;1502369552;2;0;0;1;2;2;0;0;0;16;1;0;5;10
ФЛ;МР;8680;9205;8750;3;Интернет. Не работает интернет;1502348481;1502375397;1;0;0;0;1;1;0;0;0;46;1;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348517;1502381194;2;0;0;0;1;1;0;0;0;34;2;1;5;10
ФЛ;МР;8678;9204;8750;3;ТВ. Проблемы с пультом;1502348565;1502382639;3;0;0;0;1;1;0;0;0;40;1;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348615;1502468027;1;0;0;0;1;1;0;0;0;34;1;1;5;10
SOHO;КОРП;9650;0;7470;7;SLX_Не дозваниваются по вх.локальной связи;1502348627;1502355566;0;0;0;0;0;0;0;0;0;0;0;0;5;10
SOHO;КОРП;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502348677;1502362772;3;0;0;0;1;3;0;0;0;45;1;0;5;10
ФЛ;МР;8678;9204;8750;4;ТВ. Не получен IP-адрес;1502348665;1502372887;1;0;0;0;1;1;0;0;0;37;1;0;5;10
ФЛ;МР;8680;9204;8750;3;Интернет. Другое;1502348699;1502385855;1;0;0;0;1;1;0;0;0;22;2;0;5;10
ФЛ;МР;8678;9204;8750;3;Перенос/замена модели ONT;1502348708;1502357223;2;0;0;0;2;2;0;0;0;41;1;0;5;10
GS-SLA1;ГОС;8678;9204;8750;4;PON. Нет линка;1502348720;1502369785;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8680;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502348743;1502381260;1;0;0;0;1;1;0;0;0;34;1;1;5;10
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502348702;1502375394;2;0;0;0;2;2;2;0;0;0;0;0;5;10
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502348705;1502375518;2;0;0;0;2;2;2;0;0;0;0;0;5;10
GS-SLA4;ГОС;8678;9204;8750;5;Нет трансляции на портале;1502348707;1502377634;2;0;0;0;2;2;2;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;2;Интернет. Не открываются все страницы;1502348794;1502349998;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502348843;1502461338;1;0;0;0;1;1;0;0;0;34;1;1;5;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502348873;1502363166;1;0;0;0;1;1;0;0;0;44;1;0;5;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502348881;1502381200;4;0;0;0;2;2;0;0;0;45;1;0;5;10
ФЛ;МР;9650;10769;8750;2;Доп. услуга. IP ОПС. Не удается поставить/снять с охраны.;1502348884;1502352161;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;3;ТВ. Черный или синий экран;1502348969;1502359872;1;0;0;0;1;1;0;0;0;39;1;0;5;10
Имидж-абоненты (физические лица);КОРП;9650;0;7470;5;SLX_Не работает номер;1502348997;1502354264;0;0;0;0;0;0;1;0;0;0;0;0;5;10
ФЛ;МР;8678;9633;8750;3;Интернет. Ошибка 651, 678 или 815;1502349030;1502447279;9;0;0;0;1;1;0;0;0;15;1;0;5;10
ФЛ;МР;8678;9633;8750;3;Интернет. Не открываются страницы;1502349039;1502435016;2;0;0;0;1;1;0;0;0;15;1;1;5;10
SME;КОРП;8680;0;7470;5;SLX_Нарушение работы номера;1502349106;1502354886;0;0;0;0;0;0;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349160;1502464259;1;0;0;0;1;1;0;0;0;34;1;1;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349161;1502359461;1;0;0;0;1;1;0;0;0;30;1;0;5;10
ФЛ;МР;8679;9204;8750;3;Телефония. Тишина в трубке;1502349197;1502378226;1;0;0;0;1;1;0;0;0;44;1;0;5;10
SOHO;КОРП;9650;9204;8750;2;Интернет. Не работает интернет;1502349222;1502350097;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349222;1502424306;1;0;0;0;1;1;0;0;0;34;1;1;5;10
SME GS;КОРП;9650;9207;8675;1;Не работает прямой провод;1502349184;1502349776;0;0;0;0;0;0;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349233;1502377936;2;0;0;0;1;1;0;0;0;34;1;2;5;10
SOHO;КОРП;8678;9204;8750;2;Интернет. Низкая скорость;1502349269;1502379226;5;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;2;Доп. услуга. Видеонаблюдение. Проблема с трансляцией;1502349300;1502469990;7;0;0;0;2;2;0;0;0;0;0;0;5;10
ФЛ;МР;8679;9204;8750;2;IP TV. Другое;1502349358;1502353091;1;0;0;0;1;1;0;0;0;0;0;0;5;10
SOHO_GS;КОРП;8680;9204;8750;4;Телефония. Тишина в трубке, нет зуммера;1502349377;1502373884;1;0;0;0;1;1;0;0;0;21;1;0;5;10
ФЛ;МР;8678;9204;8750;3;ТВ. Не получен IP-адрес;1502349412;1502354773;1;0;0;0;1;1;0;0;0;32;1;0;5;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502349430;1502368589;1;0;0;0;1;1;0;0;0;45;1;0;5;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502349459;1502368627;1;0;0;0;1;1;0;0;0;34;1;1;5;10
ФЛ;МР;8680;9204;8750;4;Интернет. Модем не исправен(модем сильно греется, нет питания, LAN-порты не работают и тд);1502349498;1502363237;3;0;0;0;2;3;0;0;0;25;1;0;5;10
ФЛ;МР;8680;9204;8750;4;Интернет. Модем не исправен(модем сильно греется, нет питания, LAN-порты не работают и тд);1502349498;1502363237;3;0;0;0;2;3;0;0;0;50;1;0;5;10
SOHO;КОРП;9650;0;7470;4;SLX_Не работает номер;1502349515;1502351755;0;0;0;0;0;0;0;0;0;0;0;0;5;10
ФЛ;МР;8680;9204;8750;3;Телефония. Тишина в трубке;1502349513;1502478325;3;0;0;0;1;1;0;0;0;34;1;1;5;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502349521;1502380161;1;0;0;0;1;1;0;0;0;36;1;0;5;10
ФЛ;МР;8679;9204;8750;2;ТВ. Черный или синий экран;1502349521;1502350676;2;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8679;9204;8750;3;Swap ONT Huawei;1502349584;1502380244;1;0;0;0;1;1;0;0;0;46;1;0;5;10
ФЛ;МР;8678;9204;8750;3;Интернет. Не открываются все страницы;1502349586;1502373728;3;0;0;0;2;2;0;0;0;32;1;0;5;10
ФЛ;МР;8679;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349617;1502453044;1;0;0;0;1;1;0;0;0;34;1;2;5;10
ФЛ;МР;8679;9633;8750;4;Интернет. Другое;1502349627;1502375398;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349654;1502462710;1;0;0;0;1;1;0;0;0;34;1;12;5;10
ФЛ;МР;8678;9204;8750;3;ONT не на линии. Проблема с оптическим кабелем;1502349677;1502368989;1;0;0;0;1;1;0;0;0;34;1;2;5;10
ФЛ;МР;8680;9205;8750;3;Телефония. Не работает входящая связь;1502349672;1502438460;1;0;0;0;1;1;0;0;0;34;1;1;5;10
SME;КОРП;9650;9205;8750;4;АТШ.Подозрение на ГТТ;1502349765;1502451084;2;1;1;1;2;2;0;0;0;0;0;0;5;10
ФЛ;МР;8680;9205;8750;3;Телефония. Тишина в трубке, нет зуммера;1502349796;1502387258;1;0;0;0;1;1;0;0;0;44;2;0;5;10
ФЛ;МР;8678;9204;8750;3;Телефония. Тишина в трубке;1502349780;1502362588;2;0;0;0;1;1;0;0;0;24;1;0;5;10
ФЛ;МР;8678;9204;8750;3;Не работает ONT. Нет индикации питания.;1502349778;1502443929;2;0;0;0;2;2;0;0;0;32;1;1;5;10
;КОРП;8676;0;8675;3;Не работает INTERNET;1502349775;1502351126;0;0;0;0;0;0;0;0;0;0;0;0;5;10
SOHO;КОРП;8680;9205;8750;5;Телефония. Зуммер занято;1502349774;1502376258;1;0;0;0;1;1;2;0;0;0;0;0;5;10
SOHO;КОРП;8680;9205;8750;5;АТШ.Подозрение на ГТТ;1502349871;1502377574;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8678;9633;8750;3;Интернет. Не работает интернет;1502349842;1502380149;2;0;0;0;1;1;0;0;0;48;1;0;5;10
ФЛ;МР;8680;9204;8750;3;Swap ONT Huawei;1502349815;1502377277;1;0;0;0;1;1;0;0;0;46;1;0;5;10
SOHO;КОРП;8680;9205;8750;5;АТШ.Подозрение на ГТТ;1502349843;1502377392;1;0;0;0;1;1;0;0;0;0;0;0;5;10
ФЛ;МР;8680;9204;8750;3;Swap ONT Huawei;1502349891;1502374514;1;0;0;0;1;1;0;0;0;22;1;0;5;10
